"","Ind_ID","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Family_Members","label","Birthday_date","age","Employed"
"197",5024916,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,1,1964-02-12,59,"n"
"199",5024925,"F","N","N",0,33750,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1971-09-21,52,"n"
"200",5025020,"F","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1964-12-28,58,"n"
"201",5025029,"F","N","N",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1969-02-04,54,"n"
"202",5025047,"F","Y","N",3,112500,"Working","Secondary / secondary special","Married","House / apartment",-3776,1,1,1,0,5,0,1991-10-09,32,"y"
"203",5025089,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1963-07-25,60,"n"
"205",5025161,"M","N","N",0,360000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-5145,1,0,0,0,2,0,1989-08-08,34,"y"
"206",5025181,"F","N","N",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-2558,1,0,0,0,1,0,1961-05-21,62,"y"
"207",5025207,"M","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-124,1,0,0,0,3,0,1996-10-12,27,"y"
"208",5025741,"F","Y","N",0,216000,"Working","Higher education","Married","Municipal apartment",-282,1,0,1,0,2,0,1991-02-08,32,"y"
"209",5025791,"F","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-3630,1,0,0,0,2,0,1973-03-22,50,"y"
"210",5025936,"F","N","Y",0,130500,"Working","Secondary / secondary special","Married","House / apartment",-5488,1,0,0,0,2,0,1986-11-15,37,"y"
"211",5025951,"F","N","Y",0,130500,"Working","Secondary / secondary special","Married","House / apartment",-5488,1,0,0,0,2,0,1986-11-15,37,"y"
"212",5026166,"M","Y","Y",0,225000,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1957-09-22,66,"n"
"213",5026177,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-7804,1,1,0,0,2,0,1971-05-27,52,"y"
"214",5026178,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-7804,1,1,0,0,2,0,1971-05-27,52,"y"
"215",5026368,"M","N","Y",1,112500,"Working","Higher education","Married","House / apartment",-5460,1,1,1,0,3,0,1986-06-06,37,"y"
"216",5026539,"F","N","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-1381,1,0,1,0,1,0,1980-07-10,43,"y"
"217",5028274,"F","Y","N",2,360000,"Working","Incomplete higher","Married","House / apartment",-2213,1,0,0,0,4,0,1989-01-13,34,"y"
"218",5028280,"F","N","N",1,157500,"Commercial associate","Incomplete higher","Married","With parents",-2760,1,0,0,0,3,0,1991-03-13,32,"y"
"219",5028292,"F","N","Y",0,292500,"Working","Higher education","Separated","House / apartment",-12621,1,0,1,0,1,0,1969-11-08,54,"y"
"220",5028302,"M","Y","Y",0,360000,"Commercial associate","Incomplete higher","Married","House / apartment",-477,1,0,0,0,2,0,1969-08-02,54,"y"
"221",5028337,"F","Y","N",1,225000,"Working","Higher education","Single / not married","With parents",-5408,1,0,0,0,2,0,1985-12-09,37,"y"
"222",5028383,"M","Y","N",0,337500,"Working","Secondary / secondary special","Single / not married","With parents",-3309,1,0,0,0,1,0,1992-10-30,31,"y"
"223",5028446,"F","Y","Y",0,162000,"Working","Secondary / secondary special","Single / not married","House / apartment",-2822,1,0,0,0,1,0,1974-05-31,49,"y"
"224",5028468,"F","Y","Y",2,135000,"Working","Secondary / secondary special","Married","House / apartment",-265,1,0,0,1,4,0,1989-12-03,33,"y"
"225",5028547,"M","Y","N",1,292500,"Working","Secondary / secondary special","Separated","House / apartment",-1056,1,0,1,0,2,0,1989-02-20,34,"y"
"226",5028569,"F","Y","Y",0,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-5500,1,0,0,1,2,0,1981-01-12,42,"y"
"227",5028572,"F","N","Y",0,112500,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1963-06-27,60,"n"
"228",5028580,"M","N","N",0,540000,"Commercial associate","Higher education","Married","House / apartment",-691,1,0,0,0,2,1,1969-02-21,54,"y"
"229",5028612,"M","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","With parents",-2152,1,0,1,0,1,0,1994-08-24,29,"y"
"231",5028616,"M","N","Y",1,135000,"Working","Higher education","Married","House / apartment",-1999,1,1,1,0,3,0,1998-02-22,25,"y"
"233",5028684,"M","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-3003,1,0,0,1,2,0,1997-08-27,26,"y"
"234",5028697,"M","Y","N",1,270000,"Working","Higher education","Married","Rented apartment",-203,1,0,1,0,3,0,1994-04-10,29,"y"
"235",5028726,"M","N","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4039,1,0,0,0,2,0,1989-09-17,34,"y"
"236",5028737,"M","N","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4039,1,0,0,0,2,0,1989-09-17,34,"y"
"237",5028781,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-3034,1,0,0,0,2,0,1980-07-13,43,"y"
"238",5028802,"F","N","N",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-1086,1,0,0,0,4,0,1980-09-21,43,"y"
"239",5028858,"M","Y","Y",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-3095,1,0,0,0,3,0,1985-12-03,37,"y"
"240",5028907,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","House / apartment",-1876,1,0,0,0,2,0,1996-08-11,27,"y"
"241",5028909,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","House / apartment",-1876,1,0,0,0,2,0,1996-08-11,27,"y"
"242",5028917,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-1787,1,0,0,0,2,0,1976-10-16,47,"y"
"243",5028919,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-1787,1,0,0,0,2,0,1976-10-16,47,"y"
"244",5028930,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-1787,1,0,0,0,2,0,1976-10-16,47,"y"
"245",5028946,"F","N","Y",0,90000,"State servant","Secondary / secondary special","Married","House / apartment",-234,1,0,0,0,2,0,1976-03-12,47,"y"
"246",5028984,"F","N","Y",0,193500,"Working","Secondary / secondary special","Separated","House / apartment",-2213,1,1,1,1,1,0,1971-09-12,52,"y"
"247",5028990,"F","N","N",2,81000,"Working","Lower secondary","Single / not married","House / apartment",-2333,1,0,0,0,3,0,1981-10-19,42,"y"
"248",5028996,"M","Y","Y",0,270000,"Working","Higher education","Married","House / apartment",-356,1,0,0,0,2,0,1990-04-26,33,"y"
"249",5029028,"F","N","Y",0,90000,"Working","Lower secondary","Single / not married","Rented apartment",-4770,1,0,0,0,2,1,1990-12-18,32,"y"
"250",5029082,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1963-08-11,60,"n"
"251",5029108,"M","Y","N",1,315000,"State servant","Secondary / secondary special","Married","House / apartment",-3643,1,0,0,1,3,0,1987-09-01,36,"y"
"252",5029152,"F","N","Y",1,67500,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-191,1,0,0,0,3,0,1974-10-02,49,"y"
"253",5029184,"F","N","Y",1,108000,"Working","Secondary / secondary special","Married","House / apartment",-4603,1,0,0,0,3,0,1980-02-27,43,"y"
"255",5029194,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-2990,1,0,0,0,2,0,1971-01-25,52,"y"
"256",5029225,"F","Y","Y",0,144000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",365243,1,0,1,0,2,0,1965-04-13,58,"n"
"257",5029251,"M","N","Y",0,157500,"Working","Higher education","Married","House / apartment",-4280,1,1,0,0,2,0,1985-06-30,38,"y"
"258",5029256,"M","Y","Y",2,225000,"Working","Higher education","Married","House / apartment",-992,1,0,0,0,4,0,1987-01-18,36,"y"
"259",5029311,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,1,2,1,1963-12-30,59,"n"
"260",5029348,"M","Y","Y",0,270000,"Working","Higher education","Married","House / apartment",-412,1,0,0,0,2,0,1993-12-06,29,"y"
"261",5029352,"M","Y","Y",0,270000,"Working","Higher education","Married","House / apartment",-412,1,0,0,0,2,0,1993-12-06,29,"y"
"262",5029400,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1971-07-12,52,"n"
"263",5029423,"F","N","Y",1,315000,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-2514,1,0,0,1,3,0,1993-03-17,30,"y"
"264",5029529,"M","Y","Y",0,112500,"Pensioner","Lower secondary","Married","House / apartment",365243,1,0,1,0,2,0,1964-06-04,59,"n"
"265",5029538,"F","N","Y",0,112500,"Working","Higher education","Civil marriage","House / apartment",-1205,1,0,0,0,2,0,1988-11-21,34,"y"
"266",5029544,"F","Y","Y",1,133650,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1965,1,0,0,0,3,0,1983-12-05,39,"y"
"267",5029554,"F","N","Y",0,103500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1958-11-11,65,"n"
"268",5029610,"F","Y","Y",0,180000,"Commercial associate","Higher education","Single / not married","House / apartment",-7140,1,0,0,0,1,0,1982-05-19,41,"y"
"269",5029725,"F","N","Y",1,135000,"Commercial associate","Higher education","Married","House / apartment",-2910,1,1,0,1,3,0,1997-02-12,26,"y"
"270",5033418,"M","Y","N",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2180,1,0,1,0,2,0,1994-06-10,29,"y"
"271",5033439,"M","Y","N",2,270000,"Working","Higher education","Married","House / apartment",-3002,1,0,1,0,4,0,1991-10-17,32,"y"
"272",5033447,"F","Y","N",0,112500,"Commercial associate","Higher education","Married","House / apartment",-657,1,0,0,0,2,0,1994-03-30,29,"y"
"273",5033452,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-5498,1,1,1,0,2,0,1971-06-24,52,"y"
"274",5033453,"F","N","N",0,135000,"Working","Higher education","Single / not married","House / apartment",-2394,1,0,0,0,1,1,1994-06-17,29,"y"
"275",5033496,"M","Y","N",1,202500,"Commercial associate","Higher education","Married","With parents",-444,1,0,0,0,3,0,1996-08-18,27,"y"
"276",5033500,"M","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1997,1,0,0,0,2,0,1975-10-06,48,"y"
"277",5033514,"F","Y","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-384,1,1,0,0,3,1,1980-03-19,43,"y"
"278",5033520,"F","Y","Y",3,180000,"Working","Secondary / secondary special","Married","Municipal apartment",-5862,1,0,1,0,5,0,1989-07-03,34,"y"
"280",5033608,"F","N","N",0,67500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-171,1,0,0,0,2,0,1971-11-25,51,"y"
"281",5033628,"F","N","Y",0,166500,"State servant","Higher education","Married","House / apartment",-13382,1,0,0,0,2,0,1959-04-12,64,"y"
"282",5033659,"M","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3670,1,0,0,0,2,0,1971-08-03,52,"y"
"283",5033714,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-3032,1,1,1,0,3,0,1986-02-26,37,"y"
"284",5033728,"F","Y","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-2089,1,1,1,0,3,0,1986-06-22,37,"y"
"285",5033729,"M","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-5436,1,1,1,0,2,0,1990-12-25,32,"y"
"286",5033788,"F","N","Y",1,315000,"Working","Higher education","Separated","House / apartment",-4766,1,1,1,0,2,0,1980-10-19,43,"y"
"287",5033797,"F","Y","Y",0,148500,"Commercial associate","Secondary / secondary special","Married","Office apartment",-2277,1,0,0,0,2,0,1977-01-19,46,"y"
"288",5033814,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-1182,1,0,0,0,2,0,1987-11-17,36,"y"
"289",5033817,"F","Y","N",1,292500,"State servant","Higher education","Married","House / apartment",-2667,1,0,1,0,3,0,1980-01-21,43,"y"
"290",5033831,"M","Y","Y",0,135000,"Working","Higher education","Civil marriage","House / apartment",-663,1,1,1,0,2,0,1970-12-27,52,"y"
"291",5033881,"M","Y","N",1,202500,"Commercial associate","Incomplete higher","Married","House / apartment",-3769,1,0,0,0,3,0,1994-05-17,29,"y"
"292",5033884,"M","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-932,1,1,1,0,2,0,1968-12-16,54,"y"
"293",5033895,"F","N","N",2,135000,"Working","Secondary / secondary special","Married","With parents",-1670,1,0,0,0,4,0,1992-12-17,30,"y"
"294",5033906,"M","Y","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1973-08-24,50,"n"
"295",5033916,"M","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-3647,1,0,0,0,2,1,1988-04-03,35,"y"
"296",5033966,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3154,1,0,0,0,2,0,1982-07-16,41,"y"
"297",5035418,"F","N","Y",0,292500,"Working","Higher education","Married","House / apartment",-4816,1,0,0,0,2,0,1966-02-02,57,"y"
"299",5035546,"F","N","Y",0,126000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1957-02-13,66,"n"
"300",5035627,"M","Y","Y",0,337500,"Working","Higher education","Married","House / apartment",-6764,1,0,0,0,2,0,1974-04-22,49,"y"
"301",5035682,"F","Y","Y",0,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-8377,1,0,0,0,2,0,1978-09-13,45,"y"
"302",5035688,"F","Y","Y",0,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-8377,1,0,0,0,2,0,1978-09-13,45,"y"
"303",5035791,"F","Y","Y",0,90000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1963-09-24,60,"n"
"304",5035859,"F","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-2381,1,0,0,0,1,0,1965-11-20,58,"y"
"305",5035866,"F","N","Y",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1225,1,0,0,0,2,0,1975-07-20,48,"y"
"306",5036093,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-3202,1,1,0,0,2,0,1964-06-29,59,"y"
"307",5036187,"F","Y","Y",1,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,3,0,1967-04-28,56,"n"
"308",5036219,"F","N","Y",0,99000,"Working","Secondary / secondary special","Married","House / apartment",-890,1,0,0,0,2,0,1981-03-16,42,"y"
"309",5036319,"F","N","Y",0,112500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-555,1,0,0,0,1,0,1974-08-17,49,"y"
"310",5036396,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-1256,1,0,0,0,2,0,1986-06-02,37,"y"
"311",5036412,"F","N","Y",0,83250,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",365243,1,0,1,0,2,0,1968-07-13,55,"n"
"312",5036469,"M","Y","N",0,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-1546,1,0,0,0,2,1,1968-03-21,55,"y"
"313",5036474,"M","Y","N",2,180000,"Commercial associate","Higher education","Married","House / apartment",-2673,1,0,0,0,4,0,1980-11-10,43,"y"
"314",5036562,"F","N","N",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-5107,1,1,0,0,3,0,1991-03-01,32,"y"
"315",5036590,"M","Y","Y",0,292500,"Working","Higher education","Married","House / apartment",-808,1,0,0,0,2,1,1966-03-30,57,"y"
"316",5036648,"F","N","N",0,202500,"Commercial associate","Higher education","Married","House / apartment",-3761,1,0,0,0,2,0,1992-11-15,31,"y"
"317",5036660,"F","Y","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,1,1958-08-19,65,"n"
"318",5036765,"F","N","N",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-1224,1,0,0,1,3,0,1988-10-01,35,"y"
"319",5036795,"M","Y","Y",0,215100,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1285,1,0,1,0,2,1,1971-05-23,52,"y"
"320",5036828,"F","N","Y",0,180000,"Working","Higher education","Married","House / apartment",-4327,1,0,0,0,2,0,1971-04-21,52,"y"
"321",5036870,"F","N","Y",0,72000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1964-02-23,59,"n"
"322",5036881,"F","Y","Y",0,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1962-05-14,61,"n"
"323",5036926,"F","Y","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2988,1,1,1,1,2,0,1991-04-16,32,"y"
"324",5036936,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Separated","House / apartment",365243,1,0,0,0,1,0,1962-08-31,61,"n"
"325",5036958,"M","Y","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-1923,1,1,1,0,3,0,1990-11-26,32,"y"
